ticker,sector,industry
3360.T,Healthcare,Medical Instruments & Supplies
3762.T,Technology,Information Technology Services
3765.T,Communication Services,Electronic Gaming & Multimedia
3769.T,Technology,Software—Infrastructure
3774.T,Communication Services,Telecom Services
3003.T,Real Estate,Real Estate Services
6464.T,Industrials,Tools & Accessories
9201.T,Industrials,Airlines
7164.T,Financial Services,Credit Services
3179.T,Consumer Cyclical,Internet Retail
3844.T,Technology,Information Technology Services
4290.T,Industrials,Specialty Business Services
7747.T,Healthcare,Medical Instruments & Supplies
8697.T,Financial Services,Financial Data & Stock Exchanges
2384.T,Industrials,Integrated Freight & Logistics
9025.T,Industrials,Integrated Freight & Logistics
3863.T,Basic Materials,Paper & Paper Products
3382.T,Consumer Defensive,Grocery Stores
4568.T,Healthcare,Drug Manufacturers—General
7832.T,Consumer Cyclical,Leisure
4188.T,Basic Materials,Specialty Chemicals
4587.T,Healthcare,Biotechnology
2587.T,Consumer Defensive,Beverages—Brewers
3186.T,Consumer Cyclical,Auto & Truck Dealerships
3046.T,Healthcare,Medical Instruments & Supplies
2222.T,Consumer Defensive,Confectioners
3391.T,Healthcare,Pharmaceutical Retailers
3436.T,Technology,Semiconductor Equipment & Materials
3288.T,Real Estate,Real Estate—Diversified
5741.T,Basic Materials,Aluminum
4985.T,Consumer Defensive,Household & Personal Products
3289.T,Real Estate,Real Estate—Diversified
6134.T,Industrials,Specialty Industrial Machinery
3291.T,Consumer Cyclical,Residential Construction
6080.T,Financial Services,Capital Markets
6088.T,Industrials,Specialty Business Services
3397.T,Consumer Cyclical,Restaurants
1407.T,Utilities,Utilities—Renewable
9090.T,Industrials,Integrated Freight & Logistics
9024.T,Industrials,Conglomerates
5310.T,Industrials,Electrical Equipment & Parts
1605.T,Energy,Oil & Gas E&P
3197.T,Consumer Cyclical,Restaurants
9468.T,Communication Services,Publishing
3038.T,Consumer Defensive,Grocery Stores
6098.T,Industrials,Staffing & Employment Services
3697.T,Technology,Software—Application
6028.T,Industrials,Staffing & Employment Services
9418.T,Communication Services,Telecom Services
2491.T,Communication Services,Advertising Agencies
9551.T,Industrials,Pollution & Treatment Controls
2492.T,Technology,Software—Application
3048.T,Consumer Cyclical,Specialty Retail
6036.T,Basic Materials,Specialty Chemicals
3050.T,Consumer Cyclical,Home Improvement Retail
2121.T,Communication Services,Electronic Gaming & Multimedia
7826.T,Technology,Electronic Components
3231.T,Real Estate,Real Estate Services
2127.T,Financial Services,Capital Markets
5019.T,Energy,Oil & Gas Refining & Marketing
3064.T,Consumer Cyclical,Internet Retail
6258.T,Industrials,Specialty Industrial Machinery
5440.T,Basic Materials,Steel
4980.T,Technology,Electronic Components
6178.T,Financial Services,Banks—Regional
7182.T,Financial Services,Banks—Regional
7181.T,Financial Services,Insurance—Life
7313.T,Consumer Cyclical,Auto Parts
6183.T,Industrials,Specialty Business Services
3923.T,Technology,Information Technology Services
6238.T,Consumer Cyclical,Leisure
7947.T,Consumer Cyclical,Packaging & Containers
6645.T,Technology,Electronic Components
4528.T,Healthcare,Drug Manufacturers—General
6963.T,Technology,Semiconductors
9783.T,Consumer Defensive,Education & Training Services
7974.T,Communication Services,Electronic Gaming & Multimedia
4187.T,Basic Materials,Specialty Chemicals
6457.T,Industrials,Specialty Industrial Machinery
6315.T,Technology,Semiconductor Equipment & Materials
1911.T,Consumer Cyclical,Residential Construction
7740.T,Consumer Cyclical,Leisure
6981.T,Technology,Electronic Components
3932.T,Communication Services,Electronic Gaming & Multimedia
2296.T,Consumer Defensive,Packaged Foods
7186.T,Financial Services,Banks—Regional
5384.T,Technology,Semiconductor Equipment & Materials
3076.T,Industrials,Conglomerates
8354.T,Financial Services,Banks—Regional
2146.T,Industrials,Staffing & Employment Services
6194.T,Industrials,Staffing & Employment Services
6196.T,Financial Services,Capital Markets
3543.T,Consumer Cyclical,Restaurants
4369.T,Basic Materials,Specialty Chemicals
3086.T,Consumer Cyclical,Department Stores
3088.T,Healthcare,Pharmaceutical Retailers
6200.T,Consumer Defensive,Education & Training Services
6532.T,Industrials,Consulting Services
4189.T,Basic Materials,Chemicals
9142.T,Industrials,Railroads
3092.T,Consumer Cyclical,Internet Retail
2170.T,Industrials,Consulting Services
1414.T,Industrials,Engineering & Construction
7167.T,Financial Services,Banks—Regional
3549.T,Healthcare,Pharmaceutical Retailers
2175.T,Healthcare,Health Information Services
3097.T,Consumer Cyclical,Restaurants
3563.T,Consumer Cyclical,Restaurants
9519.T,Utilities,Utilities—Renewable
3099.T,Consumer Cyclical,Department Stores
3626.T,Technology,Information Technology Services
8725.T,Financial Services,Insurance—Property & Casualty
6544.T,Industrials,Specialty Business Services
3479.T,Real Estate,Real Estate Services
3141.T,Healthcare,Pharmaceutical Retailers
2181.T,Industrials,Staffing & Employment Services
6465.T,Industrials,Specialty Industrial Machinery
3632.T,Communication Services,Electronic Gaming & Multimedia
2269.T,Consumer Defensive,Packaged Foods
3635.T,Communication Services,Electronic Gaming & Multimedia
3994.T,Technology,Software—Application
9143.T,Industrials,Integrated Freight & Logistics
7199.T,Financial Services,Credit Services
6564.T,Industrials,Waste Management
4385.T,Consumer Cyclical,Internet Retail
9434.T,Communication Services,Telecom Services
4443.T,Technology,Software—Application
2270.T,Consumer Defensive,Packaged Foods
7071.T,Healthcare,Medical Care Facilities
4478.T,Technology,Software—Application
2980.T,Real Estate,Real Estate Services
4480.T,Healthcare,Health Information Services
4051.T,Industrials,Business Equipment & Supplies
4933.T,Consumer Defensive,Household & Personal Products
7342.T,Financial Services,Asset Management
4180.T,Technology,Software—Infrastructure
4887.T,Healthcare,Drug Manufacturers—Specialty & Generic
4194.T,Communication Services,Internet Content & Information
4071.T,Technology,Software—Application
4554.T,Healthcare,Drug Manufacturers—Specialty & Generic
8715.T,Financial Services,Insurance—Property & Casualty
8283.T,Consumer Defensive,Household & Personal Products
5020.T,Energy,Oil & Gas Refining & Marketing
8630.T,Financial Services,Insurance—Property & Casualty
ECOR3.SA,Industrials,Infrastructure Operations
MILS3.SA,Industrials,Rental & Leasing Services
PRIO3.SA,Energy,Oil & Gas E&P
ARZZ3.SA,Consumer Cyclical,Footwear & Accessories
ENAT3.SA,Energy,Oil & Gas E&P
MGLU3.SA,Consumer Cyclical,Specialty Retail
QUAL3.SA,Healthcare,Healthcare Plans
RADL3.SA,Healthcare,Pharmaceutical Retailers
TTEN3.SA,Basic Materials,Agricultural Inputs
ONCO3.SA,Healthcare,Medical Care Facilities
ARML3.SA,Industrials,Rental & Leasing Services
IGTI11.SA,Real Estate,Real Estate Services
SRNA3.SA,Utilities,Utilities—Renewable
AURE3.SA,Utilities,Utilities—Renewable
INBR32.SA,Financial Services,Banks—Regional
CPFE3.SA,Utilities,Utilities—Regulated Electric
BHIA3.SA,Consumer Cyclical,Specialty Retail
FRAS3.SA,Consumer Cyclical,Auto Parts
CSNA3.SA,Basic Materials,Steel
SUZB3.SA,Basic Materials,Paper & Paper Products
TUPY3.SA,Industrials,Metal Fabrication
WEGE3.SA,Industrials,Specialty Industrial Machinery
BRFS3.SA,Consumer Defensive,Packaged Foods
VIVT3.SA,Communication Services,Telecom Services
BBAS3.SA,Financial Services,Banks—Regional
RANI3.SA,Consumer Cyclical,Packaging & Containers
CYRE3.SA,Consumer Cyclical,Residential Construction
LEVE3.SA,Consumer Cyclical,Auto Parts
PSSA3.SA,Financial Services,Insurance—Diversified
VBBR3.SA,Consumer Cyclical,Specialty Retail
GUAR3.SA,Consumer Cyclical,Apparel Retail
EGIE3.SA,Utilities,Utilities—Renewable
UGPA3.SA,Energy,Oil & Gas Refining & Marketing
LREN3.SA,Consumer Cyclical,Department Stores
STBP3.SA,Industrials,Marine Shipping
COGN3.SA,Consumer Defensive,Education & Training Services
CCRO3.SA,Industrials,Infrastructure Operations
VALE3.SA,Basic Materials,Other Industrial Metals & Mining
ELET3.SA,Utilities,Utilities—Renewable
MYPK3.SA,Consumer Cyclical,Auto Parts
PETR3.SA,Energy,Oil & Gas Integrated
CVCB3.SA,Consumer Cyclical,Travel Services
RENT3.SA,Industrials,Rental & Leasing Services
CAML3.SA,Consumer Defensive,Packaged Foods
BBSE3.SA,Financial Services,Insurance—Diversified
ALUP11.SA,Utilities,Utilities—Renewable
CSAN3.SA,Energy,Oil & Gas Refining & Marketing
ANIM3.SA,Consumer Defensive,Education & Training Services
ABEV3.SA,Consumer Defensive,Beverages—Brewers
KLBN11.SA,Basic Materials,Paper & Paper Products
CSMG3.SA,Utilities,Utilities—Regulated Water
TOTS3.SA,Technology,Software—Application
EQTL3.SA,Utilities,Utilities—Regulated Electric
EMBR3.SA,Industrials,Aerospace & Defense
MDIA3.SA,Consumer Defensive,Packaged Foods
TAEE11.SA,Utilities,Utilities—Regulated Electric
ODPV3.SA,Healthcare,Healthcare Plans
POSI3.SA,Technology,Computer Hardware
SMTO3.SA,Basic Materials,Specialty Chemicals
JBSS3.SA,Consumer Defensive,Packaged Foods
EVEN3.SA,Real Estate,Real Estate—Development
JHSF3.SA,Real Estate,Real Estate—Development
VULC3.SA,Consumer Cyclical,Footwear & Accessories
SBSP3.SA,Utilities,Utilities—Regulated Water
CMIG3.SA,Utilities,Utilities—Diversified
SLCE3.SA,Consumer Defensive,Farm Products
EZTC3.SA,Real Estate,Real Estate—Development
MRFG3.SA,Consumer Defensive,Packaged Foods
BEEF3.SA,Consumer Defensive,Farm Products
MRVE3.SA,Consumer Cyclical,Residential Construction
MULT3.SA,Real Estate,Real Estate Services
YDUQ3.SA,Consumer Defensive,Education & Training Services
DXCO3.SA,Basic Materials,Lumber & Wood Production
ENEV3.SA,Utilities,Utilities—Diversified
MOVI3.SA,Industrials,Rental & Leasing Services
BPAC11.SA,Financial Services,Capital Markets
RAIL3.SA,Industrials,Railroads
IRBR3.SA,Financial Services,Insurance—Reinsurance
HYPE3.SA,Healthcare,Drug Manufacturers—Specialty & Generic
B3SA3.SA,Financial Services,Financial Data & Stock Exchanges
CRFB3.SA,Consumer Defensive,Food Distribution
SAPR11.SA,Utilities,Utilities—Regulated Water
ZAMP3.SA,Consumer Cyclical,Restaurants
GGPS3.SA,Industrials,Specialty Business Services
SMFT3.SA,Consumer Cyclical,Leisure
HAPV3.SA,Financial Services,Insurance—Life
LOGG3.SA,Real Estate,Real Estate Services
SBFG3.SA,Consumer Cyclical,Specialty Retail
CIEL3.SA,Technology,Software—Infrastructure
VAMO3.SA,Industrials,Rental & Leasing Services
LWSA3.SA,Technology,Software—Infrastructure
ALOS3.SA,Real Estate,Real Estate Services
NTCO3.SA,Consumer Defensive,Household & Personal Products
VIVA3.SA,Consumer Cyclical,Luxury Goods
AMBP3.SA,Industrials,Waste Management
LJQQ3.SA,Consumer Cyclical,Specialty Retail
PETZ3.SA,Consumer Cyclical,Specialty Retail
HBSA3.SA,Industrials,Integrated Freight & Logistics
JALL3.SA,Consumer Defensive,Packaged Foods
INTB3.SA,Technology,Communication Equipment
RRRP3.SA,Energy,Oil & Gas E&P
PLPL3.SA,Real Estate,Real Estate—Development
SIMH3.SA,Industrials,Rental & Leasing Services
CURY3.SA,Real Estate,Real Estate—Development
CASH3.SA,Communication Services,Internet Content & Information
TIMS3.SA,Communication Services,Telecom Services
GMAT3.SA,Consumer Cyclical,Department Stores
RDOR3.SA,Healthcare,Medical Care Facilities
BMOB3.SA,Communication Services,Entertainment
ORVR3.SA,Industrials,Waste Management
SANB11.SA,Financial Services,Banks—Regional
ASAI3.SA,Consumer Defensive,Grocery Stores
VVEO3.SA,Healthcare,Medical Distribution
RECV3.SA,Energy,Oil & Gas E&P
AESB3.SA,Utilities,Utilities—Renewable
CXSE3.SA,Financial Services,Insurance—Diversified
MLAS3.SA,Technology,Electronics & Computer Distribution
CBAV3.SA,Basic Materials,Aluminum
ENGI11.SA,Utilities,Utilities—Renewable
FLRY3.SA,Healthcare,Diagnostics & Research
DIRR3.SA,Real Estate,Real Estate—Development
CHDRAUIB.MX,Consumer Defensive,Grocery Stores
GENTERA.MX,Financial Services,Credit Services
SITES1A-1.MX,Industrials,Engineering & Construction
AMXB.MX,Communication Services,Telecom Services
WALMEX.MX,Consumer Defensive,Discount Stores
GFNORTEO.MX,Financial Services,Banks—Regional
ORBIA.MX,Basic Materials,Chemicals
PE&OLES.MX,Basic Materials,Other Industrial Metals & Mining
TLEVISACPO.MX,Communication Services,Telecom Services
BIMBOA.MX,Consumer Defensive,Packaged Foods
GRUMAB.MX,Consumer Defensive,Packaged Foods
PINFRA.MX,Industrials,Engineering & Construction
GCARSOA1.MX,Industrials,Conglomerates
GCC.MX,Basic Materials,Building Materials
LIVEPOLC-1.MX,Consumer Cyclical,Department Stores
ALSEA.MX,Consumer Cyclical,Restaurants
ASURB.MX,Industrials,Airports & Air Services
GMEXICOB.MX,Basic Materials,Other Industrial Metals & Mining
KIMBERA.MX,Consumer Defensive,Household & Personal Products
GFINBURO.MX,Financial Services,Banks—Regional
AC.MX,Consumer Defensive,Beverages—Non-Alcoholic
ALFAA.MX,Basic Materials,Specialty Chemicals
CEMEXCPO.MX,Basic Materials,Building Materials
ALPEKA.MX,Basic Materials,Specialty Chemicals
VESTA.MX,Real Estate,Real Estate—Diversified
FEMSAUBD.MX,Consumer Defensive,Beverages—Brewers
VOLARA.MX,Industrials,Airlines
GAPB.MX,Industrials,Airports & Air Services
OMAB.MX,Industrials,Airports & Air Services
Q.MX,Financial Services,Insurance—Property & Casualty
LACOMERUBC.MX,Consumer Cyclical,Department Stores
CUERVO.MX,Consumer Defensive,Beverages—Wineries & Distilleries
BBAJIOO.MX,Financial Services,Banks—Regional
BOLSAA.MX,Financial Services,Financial Data & Stock Exchanges
LABB.MX,Healthcare,Drug Manufacturers—Specialty & Generic
TRAXIONA.MX,Industrials,Railroads
RA.MX,Financial Services,Banks—Regional
KOFUBL.MX,Consumer Defensive,Beverages—Non-Alcoholic
AIR,Industrials,Aerospace & Defense
AAL,Industrials,Airlines
CECO,Industrials,Pollution & Treatment Controls
PNW,Utilities,Utilities—Regulated Electric
PRG,Industrials,Rental & Leasing Services
ABT,Healthcare,Medical Devices
AMD,Technology,Semiconductors
APD,Basic Materials,Specialty Chemicals
ALK,Industrials,Airlines
MATX,Industrials,Marine Shipping
HON,Industrials,Conglomerates
SWKS,Technology,Semiconductors
HES,Energy,Oil & Gas E&P
ABM,Industrials,Specialty Business Services
PRI,Financial Services,Insurance—Life
AEP,Utilities,Utilities—Regulated Electric
AXP,Financial Services,Credit Services
AFL,Financial Services,Insurance—Life
AIG,Financial Services,Insurance—Diversified
AMSWA,Technology,Software—Application
AME,Industrials,Specialty Industrial Machinery
AMGN,Healthcare,Drug Manufacturers—General
ADI,Technology,Semiconductors
ANDE,Consumer Defensive,Food Distribution
NBR,Energy,Oil & Gas Drilling
APA,Energy,Oil & Gas E&P
APOG,Industrials,Building Products & Equipment
AAPL,Technology,Consumer Electronics
AMAT,Technology,Semiconductor Equipment & Materials
ADM,Consumer Defensive,Farm Products
ARCB,Industrials,Trucking
ARW,Technology,Electronics & Computer Distribution
ASH,Basic Materials,Specialty Chemicals
ADSK,Technology,Software—Application
ADP,Industrials,Staffing & Employment Services
AVY,Consumer Cyclical,Packaging & Containers
AVT,Technology,Electronics & Computer Distribution
AZZ,Industrials,Specialty Business Services
BMI,Technology,Scientific & Technical Instruments
BPOP,Financial Services,Banks—Regional
BOH,Financial Services,Banks—Regional
BK,Financial Services,Asset Management
B,Industrials,Specialty Industrial Machinery
BAX,Healthcare,Medical Instruments & Supplies
AIT,Industrials,Industrial Distribution
BDX,Healthcare,Medical Instruments & Supplies
VZ,Communication Services,Telecom Services
BRK-B,Financial Services,Insurance—Diversified
BBY,Consumer Cyclical,Specialty Retail
BIO,Healthcare,Medical Devices
BKH,Utilities,Utilities—Diversified
HRB,Consumer Cyclical,Personal Services
VAL,Energy,Oil & Gas Equipment & Services
BA,Industrials,Aerospace & Defense
RHI,Industrials,Staffing & Employment Services
BMY,Healthcare,Drug Manufacturers—General
BF-B,Consumer Defensive,Beverages—Wineries & Distilleries
CAL,Consumer Cyclical,Apparel Retail
BC,Consumer Cyclical,Recreational Vehicles
MTRN,Basic Materials,Other Industrial Metals & Mining
MTZ,Industrials,Engineering & Construction
RAMP,Technology,Software—Infrastructure
CI,Healthcare,Healthcare Plans
CNA,Financial Services,Insurance—Property & Casualty
CSX,Industrials,Railroads
CTS,Technology,Electronic Components
CBT,Basic Materials,Specialty Chemicals
CACI,Technology,Information Technology Services
CWT,Utilities,Utilities—Regulated Water
CPB,Consumer Defensive,Packaged Foods
STZ,Consumer Defensive,Beverages—Wineries & Distilleries
CAH,Healthcare,Medical Distribution
CSL,Industrials,Building Products & Equipment
CRS,Industrials,Metal Fabrication
CASY,Consumer Cyclical,Specialty Retail
CAT,Industrials,Farm & Heavy Construction Machinery
CVCO,Consumer Cyclical,Residential Construction
LUMN,Communication Services,Telecom Services
CHE,Healthcare,Medical Care Facilities
JPM,Financial Services,Banks—Diversified
CPK,Utilities,Utilities—Regulated Gas
CVX,Energy,Oil & Gas Integrated
EAT,Consumer Cyclical,Restaurants
CHD,Consumer Defensive,Household & Personal Products
CHDN,Consumer Cyclical,Gambling
CTAS,Industrials,Specialty Business Services
IHRT,Communication Services,Broadcasting
CLF,Basic Materials,Steel
CLX,Consumer Defensive,Household & Personal Products
KO,Consumer Defensive,Beverages—Non-Alcoholic
CDE,Basic Materials,Gold
COHU,Technology,Semiconductor Equipment & Materials
CL,Consumer Defensive,Household & Personal Products
AON,Financial Services,Insurance Brokers
CMCSA,Communication Services,Telecom Services
CMA,Financial Services,Banks—Regional
CBSH,Financial Services,Banks—Regional
C,Financial Services,Banks—Diversified
CMC,Basic Materials,Steel
CAR,Industrials,Rental & Leasing Services
DXC,Technology,Information Technology Services
CMTL,Technology,Communication Equipment
CAG,Consumer Defensive,Packaged Foods
SSTK,Communication Services,Internet Content & Information
ED,Utilities,Utilities—Regulated Electric
CMS,Utilities,Utilities—Regulated Electric
COO,Healthcare,Medical Instruments & Supplies
TAP,Consumer Defensive,Beverages—Brewers
GLW,Technology,Electronic Components
CBRL,Consumer Cyclical,Restaurants
CR,Industrials,Specialty Industrial Machinery
OMF,Financial Services,Credit Services
CCK,Consumer Cyclical,Packaging & Containers
CFR,Financial Services,Banks—Regional
CMI,Industrials,Specialty Industrial Machinery
CW,Industrials,Aerospace & Defense
WEN,Consumer Cyclical,Restaurants
DAN,Consumer Cyclical,Auto Parts
DHR,Healthcare,Diagnostics & Research
TGT,Consumer Defensive,Discount Stores
DE,Industrials,Farm & Heavy Construction Machinery
DAL,Industrials,Airlines
DLX,Communication Services,Advertising Agencies
DTE,Utilities,Utilities—Regulated Electric
DIOD,Technology,Semiconductors
DIS,Communication Services,Entertainment
DG,Consumer Defensive,Discount Stores
D,Utilities,Utilities—Regulated Electric
DCI,Industrials,Specialty Industrial Machinery
DOV,Industrials,Specialty Industrial Machinery
DD,Basic Materials,Specialty Chemicals
OMC,Communication Services,Advertising Agencies
DCO,Industrials,Aerospace & Defense
DUK,Utilities,Utilities—Regulated Electric
DNB,Financial Services,Financial Data & Stock Exchanges
FLS,Industrials,Specialty Industrial Machinery
DY,Industrials,Engineering & Construction
ETN,Industrials,Specialty Industrial Machinery
ECL,Basic Materials,Specialty Chemicals
EMR,Industrials,Specialty Industrial Machinery
WFRD,Energy,Oil & Gas Equipment & Services
ATO,Utilities,Utilities—Regulated Gas
EFX,Industrials,Consulting Services
EQT,Energy,Oil & Gas E&P
EXPD,Industrials,Integrated Freight & Logistics
BOOM,Energy,Oil & Gas Equipment & Services
XOM,Energy,Oil & Gas Integrated
FMC,Basic Materials,Agricultural Inputs
NEE,Utilities,Utilities—Regulated Electric
FDX,Industrials,Integrated Freight & Logistics
FSS,Industrials,Pollution & Treatment Controls
M,Consumer Cyclical,Department Stores
FITB,Financial Services,Banks—Regional
RF,Financial Services,Banks—Regional
TRMK,Financial Services,Banks—Regional
FCNCA,Financial Services,Banks—Regional
MTB,Financial Services,Banks—Regional
USB,Financial Services,Banks—Regional
FHN,Financial Services,Banks—Regional
FLO,Consumer Defensive,Packaged Foods
FLR,Industrials,Engineering & Construction
F,Consumer Cyclical,Auto Manufacturers
FELE,Industrials,Specialty Industrial Machinery
BEN,Financial Services,Asset Management
FUL,Basic Materials,Specialty Chemicals
GATX,Industrials,Rental & Leasing Services
AJG,Financial Services,Insurance Brokers
TGNA,Communication Services,Broadcasting
GPS,Consumer Cyclical,Apparel Retail
GD,Industrials,Aerospace & Defense
GE,Industrials,Specialty Industrial Machinery
GIS,Consumer Defensive,Packaged Foods
ALLY,Financial Services,Credit Services
GM,Consumer Cyclical,Auto Manufacturers
SPXC,Industrials,Building Products & Equipment
GCO,Consumer Cyclical,Apparel Retail
GNTX,Consumer Cyclical,Auto Parts
GPC,Consumer Cyclical,Specialty Retail
GT,Consumer Cyclical,Auto Parts
GGG,Industrials,Specialty Industrial Machinery
GWW,Industrials,Industrial Distribution
GTN,Communication Services,Broadcasting
GEF,Consumer Cyclical,Packaging & Containers
HAL,Energy,Oil & Gas Equipment & Services
LHX,Industrials,Aerospace & Defense
HAS,Consumer Cyclical,Leisure
HE,Utilities,Utilities—Regulated Electric
HCSG,Healthcare,Medical Care Facilities
HL,Basic Materials,Other Precious Metals & Mining
HEI,Industrials,Aerospace & Defense
KHC,Consumer Defensive,Packaged Foods
HELE,Consumer Defensive,Household & Personal Products
HP,Energy,Oil & Gas Drilling
HSY,Consumer Defensive,Confectioners
HTZ,Industrials,Rental & Leasing Services
HPQ,Technology,Computer Hardware
HXL,Industrials,Aerospace & Defense
HLT,Consumer Cyclical,Lodging
HD,Consumer Cyclical,Home Improvement Retail
HRL,Consumer Defensive,Packaged Foods
CNP,Utilities,Utilities—Regulated Electric
HUBB,Industrials,Electrical Equipment & Parts
JBHT,Industrials,Integrated Freight & Logistics
HBAN,Financial Services,Banks—Regional
ITT,Industrials,Specialty Industrial Machinery
IDA,Utilities,Utilities—Regulated Electric
ITW,Industrials,Specialty Industrial Machinery
TT,Industrials,Building Products & Equipment
RYI,Industrials,Metal Fabrication
GFF,Industrials,Conglomerates
INTC,Technology,Semiconductors
TILE,Industrials,Building Products & Equipment
IBM,Technology,Information Technology Services
IFF,Basic Materials,Specialty Chemicals
IDCC,Technology,Software—Application
IP,Consumer Cyclical,Packaging & Containers
IPG,Communication Services,Advertising Agencies
J,Industrials,Engineering & Construction
JNJ,Healthcare,Drug Manufacturers—General
JCI,Industrials,Building Products & Equipment
KLAC,Technology,Semiconductor Equipment & Materials
KMI,Energy,Oil & Gas Midstream
EVRG,Utilities,Utilities—Regulated Electric
K,Consumer Defensive,Packaged Foods
KELYA,Industrials,Staffing & Employment Services
KMT,Industrials,Tools & Accessories
KMB,Consumer Defensive,Household & Personal Products
KEX,Industrials,Marine Shipping
KR,Consumer Defensive,Grocery Stores
KLIC,Technology,Semiconductor Equipment & Materials
LYTS,Technology,Electronic Components
LXU,Basic Materials,Chemicals
LZB,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
SR,Utilities,Utilities—Regulated Gas
LRCX,Technology,Semiconductor Equipment & Materials
LANC,Consumer Defensive,Packaged Foods
LEG,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
LEN,Consumer Cyclical,Residential Construction
JEF,Financial Services,Capital Markets
LLY,Healthcare,Drug Manufacturers—General
BBWI,Consumer Cyclical,Specialty Retail
LECO,Industrials,Tools & Accessories
LNC,Financial Services,Insurance—Life
LMT,Industrials,Aerospace & Defense
RRC,Energy,Oil & Gas E&P
LPX,Industrials,Building Products & Equipment
LOW,Consumer Cyclical,Home Improvement Retail
MDC,Consumer Cyclical,Residential Construction
MDU,Industrials,Conglomerates
MTW,Industrials,Farm & Heavy Construction Machinery
MRO,Energy,Oil & Gas E&P
MCS,Communication Services,Entertainment
MMC,Financial Services,Insurance Brokers
MAS,Industrials,Building Products & Equipment
MAT,Consumer Cyclical,Leisure
MKC,Consumer Defensive,Packaged Foods
MCD,Consumer Cyclical,Restaurants
SPGI,Financial Services,Financial Data & Stock Exchanges
MCK,Healthcare,Medical Distribution
MDT,Healthcare,Medical Devices
CVS,Healthcare,Healthcare Plans
MRK,Healthcare,Drug Manufacturers—General
MLAB,Technology,Scientific & Technical Instruments
MEI,Technology,Electronic Components
MU,Technology,Semiconductors
ETR,Utilities,Utilities—Regulated Electric
MSEX,Utilities,Utilities—Regulated Water
MLKN,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
MSA,Industrials,Security & Protection Services
MMM,Industrials,Conglomerates
ALE,Utilities,Utilities—Diversified
MOD,Consumer Cyclical,Auto Parts
QDEL,Healthcare,Medical Devices
MOG-A,Industrials,Aerospace & Defense
MSI,Technology,Communication Equipment
MUR,Energy,Oil & Gas E&P
MYE,Consumer Cyclical,Packaging & Containers
VTRS,Healthcare,Drug Manufacturers—Specialty & Generic
BAC,Financial Services,Banks—Diversified
NSSC,Industrials,Security & Protection Services
NFG,Energy,Oil & Gas Integrated
THC,Healthcare,Medical Care Facilities
NJR,Utilities,Utilities—Regulated Gas
NYT,Communication Services,Publishing
NWL,Consumer Defensive,Household & Personal Products
NEM,Basic Materials,Gold
NKE,Consumer Cyclical,Footwear & Accessories
NDSN,Industrials,Specialty Industrial Machinery
JWN,Consumer Cyclical,Department Stores
NSC,Industrials,Railroads
ES,Utilities,Utilities—Regulated Electric
NI,Utilities,Utilities—Regulated Gas
XEL,Utilities,Utilities—Regulated Electric
NTRS,Financial Services,Asset Management
NOC,Industrials,Aerospace & Defense
TEX,Industrials,Farm & Heavy Construction Machinery
NWN,Utilities,Utilities—Regulated Gas
NWE,Utilities,Utilities—Diversified
WFC,Financial Services,Banks—Diversified
NUE,Basic Materials,Steel
NEWT,Financial Services,Banks—Regional
OXY,Energy,Oil & Gas E&P
OII,Energy,Oil & Gas Equipment & Services
VTOL,Energy,Oil & Gas Equipment & Services
FE,Utilities,Utilities—Regulated Electric
OGE,Utilities,Utilities—Regulated Electric
OLN,Basic Materials,Specialty Chemicals
OKE,Energy,Oil & Gas Midstream
OTTR,Utilities,Utilities—Diversified
OMI,Healthcare,Medical Distribution
OC,Industrials,Building Products & Equipment
OI,Consumer Cyclical,Packaging & Containers
OXM,Consumer Cyclical,Apparel Manufacturing
PNC,Financial Services,Banks—Regional
PPG,Basic Materials,Specialty Chemicals
PCAR,Industrials,Farm & Heavy Construction Machinery
PCG,Utilities,Utilities—Regulated Electric
SRE,Utilities,Utilities—Diversified
PAR,Technology,Software—Application
PH,Industrials,Specialty Industrial Machinery
PATK,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
PAYX,Industrials,Staffing & Employment Services
AFG,Financial Services,Insurance—Property & Casualty
PPL,Utilities,Utilities—Regulated Electric
PNR,Industrials,Specialty Industrial Machinery
PEP,Consumer Defensive,Beverages—Non-Alcoholic
TPC,Industrials,Engineering & Construction
PFE,Healthcare,Drug Manufacturers—General
EXC,Utilities,Utilities—Regulated Electric
WTRG,Utilities,Utilities—Regulated Water
MO,Consumer Defensive,Tobacco
COP,Energy,Oil & Gas E&P
PVH,Consumer Cyclical,Apparel Manufacturing
AGYS,Technology,Software—Application
PIPR,Financial Services,Capital Markets
PG,Consumer Defensive,Household & Personal Products
PNM,Utilities,Utilities—Regulated Electric
PEG,Utilities,Utilities—Regulated Electric
PHM,Consumer Cyclical,Residential Construction
KWR,Basic Materials,Specialty Chemicals
RJF,Financial Services,Capital Markets
RES,Energy,Oil & Gas Equipment & Services
RPM,Basic Materials,Specialty Chemicals
RRX,Industrials,Specialty Industrial Machinery
AN,Consumer Cyclical,Auto & Truck Dealerships
ROK,Industrials,Specialty Industrial Machinery
ROL,Consumer Cyclical,Personal Services
ROST,Consumer Cyclical,Apparel Retail
RGLD,Basic Materials,Gold
